"license_year","hunting_district","deer_species","hunters","total_harvest","bucks","does","bow","rifle","x4_or_more_points","success_rate_per_hunter"
2016,"600","md",NA,848,783,62,6,842,540,NA
2016,"600","wt",NA,412,252,157,13,399,200,NA
2016,"611","all_deer",NA,515,466,49,6,509,347,NA
2016,"611","md",NA,383,374,9,0,383,270,NA
2016,"611","wt",NA,132,92,40,6,126,77,NA
2016,"620","all_deer",NA,825,691,134,31,794,500,NA
2016,"620","md",NA,665,592,73,16,649,419,NA
2016,"620","wt",NA,160,99,61,15,145,81,NA
2016,"621","all_deer",NA,507,455,46,15,491,296,NA
2016,"621","md",NA,437,415,15,9,428,262,NA
2016,"621","wt",NA,70,40,30,6,64,33,NA
2016,"622","all_deer",NA,201,189,12,0,201,132,NA
2016,"622","md",NA,173,169,3,0,173,116,NA
2016,"622","wt",NA,29,19,9,0,29,16,NA
2016,"630","all_deer",NA,871,702,157,45,826,481,NA
2016,"630","md",NA,602,535,64,17,585,351,NA
2016,"630","wt",NA,269,167,93,27,242,130,NA
2016,"631","all_deer",NA,76,62,13,0,76,39,NA
2016,"631","md",NA,67,59,7,0,67,39,NA
2016,"631","wt",NA,9,3,6,0,9,0,NA
2016,"632","all_deer",NA,210,192,18,2,208,145,NA
2016,"632","md",NA,187,173,15,2,186,126,NA
2016,"632","wt",NA,23,20,3,0,23,20,NA
2016,"640","all_deer",NA,1050,793,249,12,1038,630,NA
2016,"640","md",NA,633,542,87,3,630,408,NA
2016,"640","wt",NA,417,252,163,9,408,221,NA
2016,"641","all_deer",NA,386,291,95,12,374,200,NA
2016,"641","md",NA,157,147,10,3,154,74,NA
2016,"641","wt",NA,229,144,85,9,220,125,NA
2016,"650","all_deer",NA,907,714,185,3,904,562,NA
2016,"650","md",NA,620,523,89,0,620,391,NA
2016,"650","wt",NA,287,192,96,3,284,170,NA
2016,"651","all_deer",NA,973,807,163,15,958,598,NA
2016,"651","md",NA,634,564,67,0,634,385,NA
2016,"651","wt",NA,339,243,96,15,324,213,NA
2016,"652","all_deer",NA,59,53,6,0,59,31,NA
2016,"652","md",NA,47,47,0,0,47,25,NA
2016,"652","wt",NA,12,6,6,0,12,6,NA
2016,"670","all_deer",NA,1618,1329,284,27,1591,1024,NA
2016,"670","md",NA,1203,1087,117,9,1194,809,NA
2016,"670","wt",NA,415,242,167,18,397,214,NA
2016,"680","all_deer",NA,532,437,92,3,529,319,NA
2016,"680","md",NA,497,410,84,3,494,301,NA
2016,"680","wt",NA,35,27,8,0,35,18,NA
2016,"690","all_deer",NA,1921,1518,389,29,1893,1128,NA
2016,"690","md",NA,1534,1274,249,14,1520,920,NA
2016,"690","wt",NA,388,244,141,15,372,208,NA
2016,"700","all_deer",NA,3500,2263,1209,85,3415,1529,NA
2016,"700","md",NA,2842,1960,866,70,2772,1272,NA
2016,"700","wt",NA,658,302,344,15,643,257,NA
2016,"701","all_deer",NA,3361,2158,1177,137,3225,1505,NA
2016,"701","md",NA,2309,1632,660,42,2267,1079,NA
2016,"701","wt",NA,1052,526,517,95,958,426,NA
2016,"702","all_deer",NA,2035,1429,585,76,1958,968,NA
2016,"702","md",NA,1564,1205,353,46,1518,786,NA
2016,"702","wt",NA,470,224,232,30,440,182,NA
2016,"703","all_deer",NA,3748,2355,1363,128,3620,1714,NA
2016,"703","md",NA,2651,1825,808,56,2595,1242,NA
2016,"703","wt",NA,1097,530,556,72,1026,472,NA
2016,"704","all_deer",NA,4063,2970,1054,108,3955,1995,NA
2016,"704","md",NA,3241,2523,696,65,3175,1633,NA
2016,"704","wt",NA,822,447,358,43,780,362,NA
2016,"705","all_deer",NA,4851,3245,1571,201,4649,2417,NA
2016,"705","md",NA,3298,2391,887,96,3203,1636,NA
2016,"705","wt",NA,1552,854,684,106,1447,782,NA
2017,"100","all_deer",2830,1260,1014,246,35,1225,552,0.445229681978799
2017,"100","md",2830,97,91,6,3,94,43,NA
2017,"100","wt",2830,1163,924,240,32,1131,509,NA
2017,"101","all_deer",2765,1151,934,218,28,1123,488,0.41627486437613
2017,"101","md",2765,50,50,0,3,47,15,NA
2017,"101","wt",2765,1101,883,218,25,1076,473,NA
2017,"102","all_deer",2845,957,741,213,56,901,427,0.336379613356766
2017,"102","md",2845,41,41,0,3,39,24,NA
2017,"102","wt",2845,916,700,213,53,863,404,NA
2017,"103","all_deer",2732,1071,877,179,23,1048,447,0.392020497803807
2017,"103","md",2732,119,101,12,3,116,27,NA
2017,"103","wt",2732,951,776,167,20,932,420,NA
2017,"104","all_deer",1323,448,335,113,10,438,186,0.338624338624339
2017,"104","md",1323,29,27,2,0,29,15,NA
2017,"104","wt",1323,420,309,111,10,409,172,NA
2017,"109","all_deer",565,209,163,46,3,206,83,0.369911504424779
2017,"109","md",565,12,12,0,0,12,9,NA
2017,"109","wt",565,197,151,46,3,194,74,NA
2017,"110","all_deer",1451,426,364,59,6,420,216,0.293590627153687
2017,"110","md",1451,30,30,0,0,30,18,NA
2017,"110","wt",1451,396,334,59,6,390,198,NA
2017,"120","all_deer",2358,904,644,251,27,877,389,0.383375742154368
2017,"120","md",2358,19,18,1,1,18,12,NA
2017,"120","wt",2358,885,626,250,26,859,377,NA
2017,"121","all_deer",2662,1116,776,334,57,1059,453,0.41923365890308
2017,"121","md",2662,92,83,10,6,86,29,NA
2017,"121","wt",2662,1024,694,324,51,973,424,NA
2017,"122","all_deer",2273,852,625,222,24,827,333,0.374835019797624
2017,"122","md",2273,106,106,0,3,103,35,NA
2017,"122","wt",2273,746,519,222,22,724,297,NA
2017,"123","all_deer",758,271,221,47,8,263,134,0.357519788918206
2017,"123","md",758,26,26,0,0,26,18,NA
2017,"123","wt",758,244,195,47,8,237,117,NA
2017,"124","all_deer",565,242,179,63,3,239,103,0.428318584070796
2017,"124","md",565,53,53,0,0,53,21,NA
2017,"124","wt",565,189,126,63,3,186,82,NA
2017,"130","all_deer",2327,837,672,157,19,818,357,0.359690588740868
2017,"130","md",2327,34,31,3,0,34,21,NA
2017,"130","wt",2327,803,641,154,19,784,336,NA
2017,"132","all_deer",1051,521,375,146,48,473,259,0.495718363463368
2017,"132","md",1051,30,27,3,3,27,24,NA
2017,"132","wt",1051,491,348,143,45,447,236,NA
2017,"140","all_deer",509,139,121,18,3,136,71,0.273084479371316
2017,"140","md",509,21,21,0,0,21,15,NA
2017,"140","wt",509,118,101,18,3,116,56,NA
2017,"141","all_deer",86,33,27,6,0,33,18,0.383720930232558
2017,"141","md",86,9,9,0,0,9,6,NA
2017,"141","wt",86,24,18,6,0,24,12,NA
2017,"150","all_deer",174,38,38,0,0,38,35,0.218390804597701
2017,"150","md",174,23,23,0,0,23,21,NA
2017,"150","wt",174,14,14,0,0,14,14,NA
2017,"151","all_deer",60,9,9,0,0,9,6,0.15
2017,"151","md",60,6,6,0,0,6,3,NA
2017,"151","wt",60,3,3,0,0,3,3,NA
2017,"170","all_deer",2327,1423,620,798,181,1243,344,0.611516974645466
2017,"170","md",2327,27,21,6,0,27,9,NA
2017,"170","wt",2327,1397,599,791,181,1216,335,NA
2017,"200","all_deer",651,222,207,12,3,219,106,0.341013824884793
2017,"200","md",651,30,30,0,0,30,12,NA
2017,"200","wt",651,192,177,12,3,189,94,NA
2017,"201","all_deer",1747,559,491,64,24,535,245,0.319977103606182
2017,"201","md",1747,34,34,0,0,34,14,NA
2017,"201","wt",1747,525,457,64,24,501,231,NA
2017,"202","all_deer",1209,490,440,50,19,471,257,0.405293631100083
2017,"202","md",1209,81,78,3,3,78,45,NA
2017,"202","wt",1209,409,363,47,16,394,212,NA
2017,"203","all_deer",1416,380,342,38,10,370,175,0.268361581920904
2017,"203","md",1416,118,116,3,3,116,56,NA
2017,"203","wt",1416,262,227,35,7,255,119,NA
2017,"204","all_deer",1158,372,286,87,35,338,152,0.321243523316062
2017,"204","md",1158,147,115,33,11,136,64,NA
2017,"204","wt",1158,225,171,54,24,201,88,NA
2017,"210","all_deer",821,286,212,71,15,271,124,0.348355663824604
2017,"210","md",821,50,48,2,0,50,28,NA
2017,"210","wt",821,236,164,69,15,221,96,NA
2017,"211","all_deer",256,52,49,3,0,52,24,0.203125
2017,"211","md",256,27,27,0,0,27,15,NA
2017,"211","wt",256,26,23,3,0,26,9,NA
2017,"212","all_deer",931,404,254,144,31,373,138,0.433941997851772
2017,"212","md",931,148,125,24,5,143,58,NA
2017,"212","wt",931,255,130,120,26,230,81,NA
2017,"213","all_deer",462,201,128,73,16,185,75,0.435064935064935
2017,"213","md",462,81,57,24,6,75,27,NA
2017,"213","wt",462,120,71,49,10,110,48,NA
2017,"214","all_deer",292,79,67,9,6,73,40,0.270547945205479
2017,"214","md",292,22,22,0,3,19,11,NA
2017,"214","wt",292,57,46,9,3,55,29,NA
2017,"215","all_deer",1097,371,293,72,10,362,168,0.338195077484047
2017,"215","md",1097,182,149,30,10,173,83,NA
2017,"215","wt",1097,189,144,42,0,189,85,NA
2017,"216","all_deer",433,138,118,20,0,138,62,0.318706697459584
2017,"216","md",433,80,80,0,0,80,39,NA
2017,"216","wt",433,58,39,20,0,58,24,NA
2017,"217","all_deer",355,162,135,27,5,156,78,0.456338028169014
2017,"217","md",355,59,59,0,5,53,31,NA
2017,"217","wt",355,103,77,27,0,103,47,NA
2017,"240","all_deer",2111,828,622,204,118,711,321,0.392231170061582
2017,"240","md",2111,106,100,6,10,95,41,NA
2017,"240","wt",2111,723,522,198,107,616,280,NA
2017,"250","all_deer",252,87,76,8,7,80,38,0.345238095238095
2017,"250","md",252,21,18,3,2,19,3,NA
2017,"250","wt",252,67,59,5,5,62,35,NA
2017,"260","all_deer",1186,786,272,507,568,218,192,0.662731871838111
2017,"260","md",1186,21,11,10,6,15,10,NA
2017,"260","wt",1186,765,261,497,562,203,183,NA
2017,"261","all_deer",649,231,189,42,38,192,114,0.355932203389831
2017,"261","md",649,42,26,17,6,36,23,NA
2017,"261","wt",649,188,163,25,32,156,92,NA
2017,"262","all_deer",750,415,188,224,123,293,112,0.553333333333333
2017,"262","md",750,61,3,58,36,25,0,NA
2017,"262","wt",750,355,185,167,87,268,112,NA
2017,"270","all_deer",1248,306,267,36,27,278,154,0.245192307692308
2017,"270","md",1248,49,49,0,3,46,41,NA
2017,"270","wt",1248,257,218,36,24,232,112,NA
2017,"280","all_deer",142,27,27,0,0,27,15,0.190140845070423
2017,"280","md",142,6,6,0,0,6,0,NA
2017,"280","wt",142,21,21,0,0,21,15,NA
2017,"281","all_deer",951,283,245,38,9,274,158,0.297581493165089
2017,"281","md",951,44,44,0,0,44,31,NA
2017,"281","wt",951,239,201,38,9,230,127,NA
2017,"282","all_deer",218,69,47,22,7,62,23,0.31651376146789
2017,"282","md",218,3,3,0,0,3,3,NA
2017,"282","wt",218,66,44,22,7,59,21,NA
2017,"283","all_deer",1492,388,314,75,55,333,165,0.260053619302949
2017,"283","md",1492,45,41,4,4,41,15,NA
2017,"283","wt",1492,343,272,71,51,292,150,NA
2017,"284","all_deer",247,39,36,3,12,27,15,0.157894736842105
2017,"284","md",247,3,3,0,0,3,0,NA
2017,"284","wt",247,36,33,3,12,24,15,NA
2017,"285","all_deer",2076,794,613,174,21,773,340,0.382466281310212
2017,"285","md",2076,56,47,9,0,56,33,NA
2017,"285","wt",2076,738,566,165,21,717,307,NA
2017,"290","all_deer",301,117,53,60,57,60,39,0.388704318936877
2017,"290","md",301,15,15,0,0,15,6,NA
2017,"290","wt",301,102,39,60,57,45,33,NA
2017,"291","all_deer",336,116,96,18,5,112,60,0.345238095238095
2017,"291","md",336,62,62,0,3,59,46,NA
2017,"291","wt",336,55,34,18,2,53,15,NA
2017,"292","all_deer",1227,554,466,88,21,533,236,0.451507742461288
2017,"292","md",1227,211,209,3,3,209,74,NA
2017,"292","wt",1227,342,257,85,19,324,162,NA
2017,"293","all_deer",1001,225,195,30,15,209,85,0.224775224775225
2017,"293","md",1001,89,86,3,3,86,29,NA
2017,"293","wt",1001,136,109,27,12,124,56,NA
2017,"298","all_deer",255,82,60,22,4,78,39,0.32156862745098
2017,"298","md",255,12,12,0,0,12,3,NA
2017,"298","wt",255,70,48,22,4,66,36,NA
2017,"300","all_deer",507,222,113,103,12,210,45,0.437869822485207
2017,"300","md",507,104,83,21,2,102,27,NA
2017,"300","wt",507,118,30,82,10,108,18,NA
2017,"301","all_deer",773,297,210,83,16,281,134,0.384217335058215
2017,"301","md",773,97,80,18,6,91,32,NA
2017,"301","wt",773,200,131,66,10,190,101,NA
2017,"302","all_deer",749,252,184,68,9,243,103,0.336448598130841
2017,"302","md",749,202,167,35,0,202,88,NA
2017,"302","wt",749,50,18,32,9,41,15,NA
2017,"309","all_deer",874,632,291,341,86,547,194,0.723112128146453
2017,"309","md",874,34,28,6,0,34,13,NA
2017,"309","wt",874,599,264,335,86,513,181,NA
2017,"310","all_deer",332,51,35,16,13,38,18,0.153614457831325
2017,"310","md",332,35,32,3,9,27,18,NA
2017,"310","wt",332,16,3,13,4,12,0,NA
2017,"311","all_deer",2288,1576,796,762,130,1446,473,0.688811188811189
2017,"311","md",2288,437,344,90,41,397,142,NA
2017,"311","wt",2288,1139,452,672,90,1049,331,NA
2017,"312","all_deer",1708,993,464,524,73,920,355,0.581381733021077
2017,"312","md",1708,169,132,36,16,152,86,NA
2017,"312","wt",1708,825,331,487,57,767,269,NA
2017,"313","all_deer",820,381,311,71,11,370,193,0.464634146341463
2017,"313","md",820,303,278,25,5,299,164,NA
2017,"313","wt",820,78,32,46,6,72,29,NA
2017,"314","all_deer",1189,456,327,126,29,426,212,0.383515559293524
2017,"314","md",1189,218,215,3,9,209,129,NA
2017,"314","wt",1189,238,112,123,21,218,83,NA
2017,"315","all_deer",1674,919,555,349,29,891,350,0.548984468339307
2017,"315","md",1674,265,260,5,9,256,133,NA
2017,"315","wt",1674,654,295,344,20,634,217,NA
2017,"316","all_deer",111,32,24,9,0,32,15,0.288288288288288
2017,"316","md",111,30,24,6,0,30,15,NA
2017,"316","wt",111,3,0,3,0,3,0,NA
2017,"317","all_deer",1183,884,480,400,63,821,298,0.747252747252747
2017,"317","md",1183,247,244,3,15,232,124,NA
2017,"317","wt",1183,637,236,398,48,589,175,NA
2017,"318","all_deer",354,125,88,36,6,119,44,0.353107344632768
2017,"318","md",354,98,75,22,6,92,38,NA
2017,"318","wt",354,27,13,14,0,27,6,NA
2017,"319","all_deer",477,117,68,48,6,110,37,0.245283018867925
2017,"319","md",477,88,60,28,5,83,34,NA
2017,"319","wt",477,29,9,20,2,28,3,NA
2017,"320","all_deer",1490,983,581,399,89,893,406,0.659731543624161
2017,"320","md",1490,269,214,56,12,258,101,NA
2017,"320","wt",1490,713,367,343,77,636,305,NA
2017,"321","all_deer",451,87,48,38,12,75,28,0.19290465631929
2017,"321","md",451,32,15,18,6,26,6,NA
2017,"321","wt",451,54,34,21,6,49,22,NA
2017,"322","all_deer",1303,950,469,477,59,891,311,0.729086722947045
2017,"322","md",1303,230,172,58,6,224,65,NA
2017,"322","wt",1303,720,297,420,53,667,246,NA
2017,"323","all_deer",495,77,53,24,3,74,21,0.155555555555556
2017,"323","md",495,53,47,6,3,50,18,NA
2017,"323","wt",495,24,6,18,0,24,3,NA
2017,"324","all_deer",416,84,62,22,13,71,42,0.201923076923077
2017,"324","md",416,44,39,6,3,41,21,NA
2017,"324","wt",416,39,24,16,10,29,21,NA
2017,"325","all_deer",1483,625,409,212,24,601,225,0.421443020903574
2017,"325","md",1483,309,227,82,6,303,66,NA
2017,"325","wt",1483,316,183,130,19,298,159,NA
2017,"326","all_deer",525,281,183,99,6,276,115,0.535238095238095
2017,"326","md",525,156,112,44,3,153,53,NA
2017,"326","wt",525,125,71,55,3,123,62,NA
2017,"327","all_deer",425,44,30,14,3,41,21,0.103529411764706
2017,"327","md",425,29,21,9,3,26,15,NA
2017,"327","wt",425,15,9,6,0,15,6,NA
2017,"328","all_deer",257,45,34,12,5,40,22,0.175097276264591
2017,"328","md",257,19,16,3,2,17,7,NA
2017,"328","wt",257,26,18,9,3,24,15,NA
2017,"329","all_deer",860,243,124,116,18,225,64,0.282558139534884
2017,"329","md",860,162,91,68,15,147,44,NA
2017,"329","wt",860,81,32,49,3,78,21,NA
2017,"330","all_deer",863,292,196,96,26,266,132,0.338354577056779
2017,"330","md",863,152,126,26,6,146,67,NA
2017,"330","wt",863,140,70,70,20,120,65,NA
2017,"331","all_deer",1511,539,324,206,12,528,150,0.356717405691595
2017,"331","md",1511,351,224,118,6,345,80,NA
2017,"331","wt",1511,189,100,88,6,183,71,NA
2017,"332","all_deer",458,71,47,24,18,53,21,0.155021834061135
2017,"332","md",458,62,44,18,18,44,21,NA
2017,"332","wt",458,9,3,6,0,9,0,NA
2017,"333","all_deer",1326,869,441,407,57,812,278,0.655354449472097
2017,"333","md",1326,190,145,45,9,181,56,NA
2017,"333","wt",1326,680,296,362,48,631,222,NA
2017,"334","all_deer",198,23,12,11,4,19,3,0.116161616161616
2017,"334","md",198,17,12,5,4,13,3,NA
2017,"334","wt",198,6,0,6,0,6,0,NA
2017,"335","all_deer",492,255,159,96,35,220,83,0.518292682926829
2017,"335","md",492,202,147,55,29,174,75,NA
2017,"335","wt",492,53,11,41,6,47,9,NA
2017,"339","all_deer",428,161,118,43,4,157,63,0.376168224299065
2017,"339","md",428,100,74,25,4,96,33,NA
2017,"339","wt",428,61,43,18,0,61,30,NA
2017,"340","all_deer",2161,1044,558,473,130,914,355,0.483109671448403
2017,"340","md",2161,321,271,50,24,298,106,NA
2017,"340","wt",2161,723,287,423,106,617,249,NA
2017,"341","all_deer",498,146,113,34,10,136,27,0.293172690763052
2017,"341","md",498,110,89,21,8,102,18,NA
2017,"341","wt",498,37,24,13,3,34,9,NA
2017,"343","all_deer",571,243,157,83,8,235,56,0.425569176882662
2017,"343","md",571,157,124,34,5,152,40,NA
2017,"343","wt",571,86,33,50,3,83,16,NA
2017,"350","all_deer",932,193,114,76,12,181,37,0.207081545064378
2017,"350","md",932,107,88,16,9,98,28,NA
2017,"350","wt",932,87,27,60,3,84,9,NA
2017,"360","all_deer",1356,559,347,212,75,483,250,0.412241887905605
2017,"360","md",1356,214,202,12,32,181,135,NA
2017,"360","wt",1356,345,145,200,43,302,115,NA
2017,"361","all_deer",194,15,12,3,3,12,3,0.077319587628866
2017,"361","md",194,12,9,3,3,9,3,NA
2017,"361","wt",194,3,3,0,0,3,0,NA
2017,"362","all_deer",372,33,21,13,0,33,18,0.0887096774193548
2017,"362","md",372,18,15,3,0,18,12,NA
2017,"362","wt",372,16,6,10,0,16,6,NA
2017,"370","all_deer",490,88,59,26,3,85,24,0.179591836734694
2017,"370","md",490,53,44,6,0,53,18,NA
2017,"370","wt",490,35,15,20,3,32,6,NA
2017,"380","all_deer",1862,983,530,441,68,914,275,0.527926960257787
2017,"380","md",1862,402,295,105,17,386,106,NA
2017,"380","wt",1862,580,235,336,52,529,169,NA
2017,"388","all_deer",444,276,126,145,18,258,68,0.621621621621622
2017,"388","md",444,113,61,51,3,110,24,NA
2017,"388","wt",444,162,65,94,15,148,44,NA
2017,"390","all_deer",489,234,130,101,14,220,70,0.478527607361963
2017,"390","md",489,125,74,51,11,114,33,NA
2017,"390","wt",489,109,56,50,3,106,37,NA
2017,"391","all_deer",1188,583,387,190,34,548,218,0.490740740740741
2017,"391","md",1188,363,263,100,24,339,123,NA
2017,"391","wt",1188,219,124,90,10,209,96,NA
2017,"392","all_deer",507,258,211,44,31,227,75,0.50887573964497
2017,"392","md",507,195,177,18,22,173,60,NA
2017,"392","wt",507,63,33,27,9,54,15,NA
2017,"393","all_deer",1531,571,400,168,43,528,216,0.372958850424559
2017,"393","md",1531,295,264,31,25,270,128,NA
2017,"393","wt",1531,276,136,137,17,259,89,NA
2017,"400","all_deer",1370,825,661,161,15,810,436,0.602189781021898
2017,"400","md",1370,646,528,118,15,632,324,NA
2017,"400","wt",1370,179,133,43,0,179,112,NA
2017,"401","all_deer",1597,1010,865,139,21,989,619,0.63243581715717
2017,"401","md",1597,602,482,118,15,588,311,NA
2017,"401","wt",1597,407,383,22,6,401,309,NA
2017,"403","all_deer",466,265,178,82,5,260,124,0.568669527896996
2017,"403","md",466,200,131,64,5,195,77,NA
2017,"403","wt",466,65,47,18,0,65,47,NA
2017,"404","all_deer",2071,1234,1036,196,42,1193,648,0.595847416706905
2017,"404","md",2071,643,535,105,9,635,266,NA
2017,"404","wt",2071,591,500,91,33,558,382,NA
2017,"405","all_deer",1031,807,489,310,6,802,288,0.782735208535403
2017,"405","md",1031,721,421,295,3,718,246,NA
2017,"405","wt",1031,86,68,15,3,83,41,NA
2017,"406","all_deer",757,539,343,193,17,522,216,0.712021136063408
2017,"406","md",757,254,177,74,3,251,97,NA
2017,"406","wt",757,285,166,119,14,271,118,NA
2017,"410","all_deer",2128,988,917,71,53,935,626,0.464285714285714
2017,"410","md",2128,905,855,50,41,864,570,NA
2017,"410","wt",2128,83,62,21,12,71,56,NA
2017,"411","all_deer",2427,1576,1330,241,72,1504,1014,0.649361351462711
2017,"411","md",2427,707,662,46,21,687,473,NA
2017,"411","wt",2427,868,668,196,51,817,541,NA
2017,"412","all_deer",1299,852,746,101,22,830,563,0.655889145496536
2017,"412","md",1299,525,493,32,11,514,358,NA
2017,"412","wt",1299,326,253,69,11,315,205,NA
2017,"413","all_deer",2034,1173,753,408,55,1119,475,0.57669616519174
2017,"413","md",2034,793,522,262,32,761,309,NA
2017,"413","wt",2034,380,231,146,22,358,166,NA
2017,"415","all_deer",77,25,21,5,0,25,18,0.324675324675325
2017,"415","md",77,15,12,3,0,15,9,NA
2017,"415","wt",77,11,9,2,0,11,9,NA
2017,"416","all_deer",1164,415,316,97,39,376,211,0.356529209621993
2017,"416","md",1164,210,190,20,20,190,115,NA
2017,"416","wt",1164,205,126,77,19,186,96,NA
2017,"417","all_deer",948,494,468,20,8,486,356,0.521097046413502
2017,"417","md",948,433,427,6,3,430,324,NA
2017,"417","wt",948,61,41,14,5,56,32,NA
2017,"418","all_deer",481,245,225,20,6,239,151,0.509355509355509
2017,"418","md",481,115,112,3,6,109,59,NA
2017,"418","wt",481,130,113,17,0,130,92,NA
2017,"419","all_deer",578,394,351,43,3,391,236,0.681660899653979
2017,"419","md",578,323,289,34,3,320,180,NA
2017,"419","wt",578,71,62,9,0,71,56,NA
2017,"420","all_deer",313,103,85,14,3,100,59,0.329073482428115
2017,"420","md",313,71,65,3,0,71,44,NA
2017,"420","wt",313,32,21,11,3,29,15,NA
2017,"421","all_deer",474,270,226,44,12,259,150,0.569620253164557
2017,"421","md",474,168,147,21,6,162,97,NA
2017,"421","wt",474,103,80,23,6,97,53,NA
2017,"422","all_deer",670,334,255,79,8,327,205,0.498507462686567
2017,"422","md",670,140,129,11,3,137,91,NA
2017,"422","wt",670,194,126,68,5,189,115,NA
2017,"423","all_deer",450,245,200,45,15,230,138,0.544444444444444
2017,"423","md",450,157,130,28,9,149,82,NA
2017,"423","wt",450,87,70,17,6,81,56,NA
2017,"424","all_deer",163,38,32,6,0,38,24,0.233128834355828
2017,"424","md",163,26,26,0,0,26,18,NA
2017,"424","wt",163,12,6,6,0,12,6,NA
2017,"425","all_deer",645,248,202,40,3,245,110,0.384496124031008
2017,"425","md",645,124,115,9,3,121,50,NA
2017,"425","wt",645,125,87,32,0,125,61,NA
2017,"426","all_deer",1029,727,672,52,14,713,508,0.706511175898931
2017,"426","md",1029,664,619,42,12,652,464,NA
2017,"426","wt",1029,63,53,10,2,61,44,NA
2017,"432","all_deer",919,437,372,62,15,422,236,0.475516866158868
2017,"432","md",919,363,319,44,15,348,195,NA
2017,"432","wt",919,74,53,18,0,74,41,NA
2017,"441","all_deer",637,361,233,129,3,358,169,0.566718995290424
2017,"441","md",637,122,113,9,3,119,80,NA
2017,"441","wt",637,240,120,120,0,240,89,NA
2017,"442","all_deer",551,182,165,17,5,177,109,0.330308529945554
2017,"442","md",551,100,92,9,0,100,56,NA
2017,"442","wt",551,82,74,8,5,77,53,NA
2017,"444","all_deer",800,510,349,155,16,494,243,0.6375
2017,"444","md",800,159,141,18,0,159,76,NA
2017,"444","wt",800,351,207,137,16,335,166,NA
2017,"445","all_deer",1218,809,549,255,30,779,393,0.664203612479475
2017,"445","md",1218,330,260,69,9,321,147,NA
2017,"445","wt",1218,479,290,186,21,457,245,NA
2017,"446","all_deer",828,386,282,99,13,374,211,0.466183574879227
2017,"446","md",828,146,145,2,4,142,97,NA
2017,"446","wt",828,240,137,98,8,232,114,NA
2017,"447","all_deer",1855,1048,894,148,14,1035,651,0.564959568733154
2017,"447","md",1855,805,696,106,8,797,492,NA
2017,"447","wt",1855,243,198,43,6,238,159,NA
2017,"448","all_deer",585,179,153,26,3,176,115,0.305982905982906
2017,"448","md",585,144,133,12,3,141,103,NA
2017,"448","wt",585,35,20,14,0,35,12,NA
2017,"449","all_deer",384,122,102,19,0,122,44,0.317708333333333
2017,"449","md",384,61,59,3,0,61,26,NA
2017,"449","wt",384,60,44,17,0,60,17,NA
2017,"450","all_deer",462,250,174,76,3,247,112,0.541125541125541
2017,"450","md",462,107,86,21,0,107,33,NA
2017,"450","wt",462,144,88,56,3,141,79,NA
2017,"451","all_deer",75,27,24,3,3,24,21,0.36
2017,"451","md",75,21,18,3,3,18,15,NA
2017,"451","wt",75,6,6,0,0,6,6,NA
2017,"452","all_deer",354,105,50,55,3,102,29,0.296610169491525
2017,"452","md",354,76,38,38,0,76,20,NA
2017,"452","wt",354,29,12,17,3,26,9,NA
2017,"454","all_deer",488,118,91,27,6,112,47,0.241803278688525
2017,"454","md",488,76,70,6,6,70,32,NA
2017,"454","wt",488,42,21,22,0,42,15,NA
2017,"455","all_deer",56,45,42,2,3,42,39,0.803571428571429
2017,"455","md",56,23,23,0,0,23,20,NA
2017,"455","wt",56,22,20,2,3,19,20,NA
2017,"471","all_deer",656,443,399,44,0,443,322,0.67530487804878
2017,"471","md",656,387,363,24,0,387,292,NA
2017,"471","wt",656,56,36,21,0,56,30,NA
2017,"500","all_deer",2291,1425,966,427,31,1394,522,0.621999127018769
2017,"500","md",2291,1223,858,339,22,1201,437,NA
2017,"500","wt",2291,202,108,89,9,194,85,NA
2017,"502","all_deer",1479,836,696,135,29,807,358,0.565246788370521
2017,"502","md",1479,533,515,18,12,521,234,NA
2017,"502","wt",1479,303,181,117,18,286,124,NA
2017,"510","all_deer",334,232,187,45,9,223,104,0.694610778443114
2017,"510","md",334,167,141,26,4,163,70,NA
2017,"510","wt",334,65,46,19,6,59,34,NA
2017,"511","all_deer",483,320,245,75,6,314,167,0.662525879917184
2017,"511","md",483,140,131,9,3,137,76,NA
2017,"511","wt",483,179,114,65,3,176,91,NA
2017,"520","all_deer",1685,1083,618,456,21,1062,369,0.64272997032641
2017,"520","md",1685,317,273,43,2,316,136,NA
2017,"520","wt",1685,766,345,413,19,746,233,NA
2017,"530","all_deer",1068,843,625,218,24,818,432,0.789325842696629
2017,"530","md",1068,645,495,150,21,624,326,NA
2017,"530","wt",1068,198,130,67,3,195,107,NA
2017,"540","all_deer",817,351,277,74,3,348,156,0.429620563035496
2017,"540","md",817,186,174,12,3,183,79,NA
2017,"540","wt",817,165,103,62,0,165,77,NA
2017,"560","all_deer",1172,789,571,212,33,757,350,0.67320819112628
2017,"560","md",1172,363,332,28,12,351,179,NA
2017,"560","wt",1172,427,239,184,21,406,171,NA
2017,"570","all_deer",1351,932,715,208,30,902,529,0.689859363434493
2017,"570","md",1351,527,463,57,14,513,329,NA
2017,"570","wt",1351,406,251,151,16,389,200,NA
2017,"575","all_deer",2404,1638,1168,455,107,1531,695,0.681364392678869
2017,"575","md",2404,818,723,92,33,785,395,NA
2017,"575","wt",2404,820,445,363,74,747,300,NA
2017,"580","all_deer",1299,911,637,267,37,874,437,0.70130869899923
